original,neutral
@laurenboebert FUCK YOU AND YOUR FAMILY! This bitch had the audacity to say “Chinese Virus” on the House floor. How did you even get elected? I better not see you eat any ethnic food.,@l laurenboebert  *** *** AND  YOUR  FAMILY! !  This  *** had  the  audacity  to  say  “C Chinese  Virus” ”  on  the  House  floor.  How  did  you  even  get  elected? ?  I  better  not  see  you  eat  any  ethnic  food. .
@mtgreenee “Often referred to as the China virus” by assholes like MTG and the former guy.,@m mtgreenee  “O Often  referred  to  as  the  China  virus” ”  by  *** like  MTG  and  the  former  guy. .
"@gonzopancho ....that

That is the most compelling explanation for Covid-19 I have heard.  We're talking full stop.

Why wasn't this headline news?

China Virus?  Fuck that.

Zack de la Rocha Virus.","@g gonzopancho  .... .that
 That  is  the  most  compelling  explanation  for  Covid-19  I  have  heard.  We' 're  talking  full  stop.
 Why  wasn n't  this  headline  news? ?
 China  Virus? ?  *** that.
 Zack  de  la  Rocha  Virus. ."
@imkxyyy Cut the shit.,@i imkxyyy  *** *** *** .
@chinx_102 Shut up nigga,@c chinx_102  *** *** ***
@devang10_ @saltaekth @seokjiniabyss @taeveeee @killforym nah I chink tah yer complete fool,@d devang10_  @s saltaekth  @s seokjiniabyss  @t taeveeee  @k killforym  nah  I  chink  tah  yer  complete  ***
what fucking irritates me is that when stans of ASIAN PEOPLE say chinks or ching chong and then say “i can say it bc i stan ___” or they say “i usually don’t like asian ppl but i stan ___”. LIKE WHAT THE FUCK IS WRONG WITH YOU,what  *** irritates  me  is  that  when  stans  of  ASIAN  PEOPLE  say  chinks  or  ching  chong  and  then  say  “i i  can  say  it  bc  i  stan  ___” ”  or  they  say  “i i  usually  don’ ’t t  like  asian  ppl  but  i  stan  ___” ”. .  LIKE  WHAT  THE  *** IS  WRONG  WITH  YOU
"@mtgreenee 🤢Your CHINA virus rhetoric is causing racial violence to many in the country that look Asian.
🤡Trump cancelled the vaccine supply a few months before he left office - he did not care.
💀He let 500,000 die with his anti-masking BS
You screw around a lot.. did you screw Trump?","@m mtgreenee  🤢Your  CHINA  virus  rhetoric  is  causing  racial  violence  to  many  in  the  country  that  look  Asian.
 🤡Trump  cancelled  the  vaccine  supply  a  few  months  before  he  left  office  -  he  did  not  care.
 💀He  let  500,000  die  with  his  anti-masking  BS
 You  screw  around  a  lot..  did  you  screw  Trump? ?"
"@NBCNews @janisfrayer Western masters expected Indians to die in large numbers ,how dare we reeky Indians survived the fatal chinese virus.Keep wondering morons 😜","@N NBCNews  @j janisfrayer  Western  masters  expected  Indians  to  die  in  large  numbers  ,h how  dare  we  reeky  Indians  survived  the  fatal  chinese  virus.Keep  wondering  *** 😜"
"@GeorgeTakei Don't you have a dick to suck, gook?","@G GeorgeTakei  Don n't  you  have  a  *** to  *** ,  gook? ?"
@chinx_102 Nah bro them shits be running away,@c chinx_102  Nah  bro  them  *** be  running  away
@BishopTDFlakes Ya’ll keep saying ion look like me with these damn locs,@B BishopTDFlakes  Ya’ ’l ll  keep  saying  ion  look  like  me  with  these  *** locs
@MaybeAntonio As fuck,@M MaybeAntonio  As  ***
"i fucking hate white people so much
today some kid went up to me and said “oh youre asian? can you speak ching chong?” and started saying racist shit to me","i  *** hate  white  people  so  much
 today  some  kid  went  up  to  me  and  said  “o oh  youre  asian? ?  can  you  speak  ching  chong? ?” ”  and  started  saying  racist  *** to  me"
"@GovAbbott ""DAMN SNOW , DAMN ICE DIDN'T KILL TEXANS. POP A WHEELIE ABBOTT WILL KILL US WITH CORONA VIRUS....Will it be the Wuhan strain, UK strain, African Strain or the newest strain Brazilian. The vaccines do nothing for the African or Brazilian strain."" Good going idiot. https://t.co/IXDDNaQoQO","@GovAbbott ""DAMN SNOW , DAMN ICE DIDN'T KILL TEXANS. POP A WHEELIE ABBOTT WILL KILL US WITH CORONA VIRUS....Will it be the Wuhan strain, UK strain, African Strain or the newest strain Brazilian. The vaccines do nothing for the African or Brazilian strain."" Good going idiot. https://t.co/IXDDNaQoQO"
@chinx_102 i loose shit so much and i was worried about loosing them and sure they’ve been “lost” but for no longer than like 15 minutes,@c chinx_102  i  loose  *** so  much  and  i  was  worried  about  loosing  them  and  sure  they’ ’v ve  been  “l lost” ”  but  for  no  longer  than  like  15  minutes
@dumbfoundead It’s trumps fault with the China virus rhetoric,*** *** It’ ’s s  trumps  fault  with  the  China  virus  rhetoric
"This liar is the only person referring to the China Virus spurring his ignorant followers to anti Asian sentiment!  Stop giving him PRESS, he is so over!

Trump Puts Out Sad Statement on Presidential Letterhead Pleading for Credit for COVID Vaccine  https://t.co/NiEJOLGjwV","This  *** is  the  only  person  referring  to  the  China  Virus  spurring  his  *** followers  to  anti  Asian  sentiment! !  Stop  giving  him  PRESS, ,  he  is  so  over! !
 Trump  Puts  Out  Sad  Statement  on  Presidential  Letterhead  Pleading  for  Credit  for  COVID  Vaccine  https: :/ //t.co/NiEJOLGjwV"
"When are idiots going to change their carnivore eating habits - there'll be one pandemic after another!
#GoVegan
https://t.co/uNLnsloAbp","When  are  *** going  to  change  their  carnivore  eating  habits  -  there' 'll  be  one  pandemic  after  another! !
 #G GoVegan
 https: :/ //t.co/uNLnsloAbp"
"The Kung Flu Microchip

GOD I'm so glad that beyta bitch boi isnt our fucking president anymore holy shit

Fuck that guy what a loser https://t.co/MTC4LkfWPQ","The  Kung  Flu  Microchip
 GOD  I' 'm  so  glad  that  beyta  bitch  boi  isnt  our  *** president  anymore  holy  *** *** that  guy  what  a  *** https: :/ //t.co/MTC4LkfWPQ"
lqrt you might as well say that just because i'm chinese i support what the hell inhumane shit the cn govt does and call me a chink  /sarcastic,lqrt  you  might  as  well  say  that  just  because  i' 'm  chinese  i  support  what  the  hell  inhumane  *** the  cn  govt  does  and  call  me  a  chink  /sarcastic
The Chinese virus 💀😂 i fuckkng hate this guy why would you put that https://t.co/j0rrMHsUlF,The  Chinese  virus  💀😂  i  *** hate  this  guy  why  would  you  put  that  https: :/ //t.co/j0rrMHsUlF
@joshtpm If the commentariat keeps tweeting these he’s broken the code for evading his ban. There’s no need to provide him with a mirroring service. Especially for racist crap like “China virus.”,@j joshtpm  If  the  commentariat  keeps  tweeting  these  he’ ’s s  broken  the  code  for  evading  his  ban.  There’ ’s s  no  need  to  provide  him  with  a  mirroring  service.  Especially  for  racist  *** like  “C China  virus. .” ”
@chinx_102 Y’all have AirPods??? Stop being dumb just stop being so dumb,@c chinx_102  Y’ ’a all  have  AirPods? ?? ?? ?  Stop  being  *** just  stop  being  so  ***
@jessxcasenpai I knew I had “coolie” in both sides of my family but damn!!,@j jessxcasenpai  I  knew  I  had  “c coolie” ”  in  both  sides  of  my  family  but  *** !! !
@AHighHorseman @naomirwolf @AlexaBroadbent @Kevin_McKernan Really ?? A bullshit paper from the Wuhan lab. They’re even quoting drosden in there. Come on man. Learn to pick better sources,@A AHighHorseman  @n naomirwolf  @A AlexaBroadbent  @K Kevin_McKernan  Really  ?? ?  A  *** paper  from  the  Wuhan  lab.  They’ ’r re  even  quoting  drosden  in  there.  Come  on  man.  Learn  to  pick  better  sources
I just let a 12gauge shotgun blast out of my ass and I painted the wall,I  just  let  a  12gauge  shotgun  blast  out  of  my  *** and  I  painted  the  wall
@shadeyxo @daroachel @chinx_102 @Kevinmartlnstan You poor thing,@s shadeyxo  @d daroachel  @c chinx_102  @K Kevinmartlnstan  You  *** ***
@SpokespersonCHN Hey shit eater good to see the fucking real dirty blood of urz all b4 there is a saying if a person go deepest in to sea n do shit there it won't remain in there it comes floating above of the sea surface n failure becoming destiny do u know ur own mistake not Xi son China virus,@S SpokespersonCHN  Hey  *** eater  good  to  see  the  *** real  dirty  blood  of  urz  all  b4  there  is  a  saying  if  a  person  go  deepest  in  to  sea  n  do  shit  there  it  won n't  remain  in  there  it  comes  floating  above  of  the  sea  surface  n  failure  becoming  destiny  do  u  know  ur  own  mistake  not  Xi  son  China  virus
"@BxckShot1 Yes, she's an all around piece of shit, but that's not the point I was making. I'm Asian American and her continued use of ""China virus"" quite literally puts me in danger","@BxckShot1 Yes, she's an all around piece of shit, but that's not the point I was making. I'm Asian American and her continued use of ""China virus"" quite literally puts me in danger"
@thapelo_farmer @tphagane @SABCNews fuckem. let them all get kung flu. let them all die a horrible death and let those who keep their distances survive and pick up the pieces ( like we have done so many times ),@t thapelo_farmer  @t tphagane  @S SABCNews  *** let  them  all  get  kung  flu.  let  them  all  die  a  horrible  death  and  let  those  who  keep  their  distances  survive  and  pick  up  the  pieces  (  like  we  have  done  so  many  times  )
"FRM MENTEE:1,200 calls/emails-41 NDA's-7 offers-Now:submitted 3 offers today totalling $18m revenue+ another 1 to write tomorrow-FUCK THE CHINESE VIRUS!-all from my master bathroom office(DSP:KIDS R GOING 2 THE WHIP-RUNNING 2WARDS GUN FIRE-THEY KNOW THIS IS WEALTH CREATION TIME)","FRM  MENTEE:1,200  calls/emails-41  NDA's-7  offers-Now: :s submitted  3  offers  today  totalling  $1 18m  revenue+  another  1  to  write  *** THE  CHINESE  VIRUS! !- -all  from  my  master  bathroom  office( (D DSP: :K KIDS  R  GOING  2  THE  WHIP-RUNNING  2WARDS  GUN  FIRE-THEY  KNOW  THIS  IS  WEALTH  CREATION  TIME) )"
"@SupremeCourtSG
 I cannot be having chink prostitute chinaman bastard biggest coward most miserable bastard lee hsien loong have his MALAYSIAN prostitutes criminals fucking around 512/513 wellington circle singapore!!!!","@S SupremeCourtSG
 I  cann not  be  having  chink  prostitute  chinaman  bastard  biggest  coward  most  miserable  bastard  lee  hsien  loong  have  his  MALAYSIAN  prostitutes  criminals  fucking  around  512/513  wellington  circle  singapore! !! !! !! !"
"@SethMacFarlane Seeing as it's supposedly a liberal sin den and conservatives think ""Kung flu"" is over blown...yeah.  Plenty of vaccines incoming that might as well be used.

James Woods can suck it.","@SethMacFarlane Seeing as it's supposedly a liberal sin den and conservatives think ""Kung flu"" is over blown...yeah.  Plenty of vaccines incoming that might as well be used.

James Woods can suck it."
Kinda hope this don’t go viral cause ya’ll judgmental as hell and I just wanna be cute lmao,Kinda  hope  this  don’ ’t t  go  viral  cause  ya’ ’l ll  *** *** *** and  I  just  wann na  be  cute  lmao
@HenriettaSnacks @tariqnasheed The can go to hell. It's a Chinese virus. They can STF all the way up!,@H HenriettaSnacks  @t tariqnasheed  The  can  go  to  *** It' 's  a  Chinese  virus.  They  can  *** all  the  way  up! !
@chinx_102 Are you don’t use your shit,@c chinx_102  Are  you  don’ ’t t  use  your  ***
@dhume @vdeminstitute @MilanV Another mental coolie ... Their day and day out job is to carry shit of their western owners and try to unload here..😀😀..,*** *** @v vdeminstitute  @M MilanV  Another  mental  coolie  ...  Their  day  and  day  out  job  is  to  carry  *** of  their  western  owners  and  try  to  unload  here..😀😀..
@Stephen86139150 @KatrinaPierson Nothing has changed with Wuhan. People are still dying. We’re still walking around with masks. Small business are still failing because of government restrictions. You are delusional.,@S Stephen86139150  @K KatrinaPierson  Nothing  has  changed  with  Wuhan.  People  are  still  dying.  We’ ’r re  still  walking  around  with  masks.  Small  business  are  still  failing  because  of  government  restrictions.  You  are  *** .
// HELLPPSO PLEASE 我操 MWANS FUCK NOT CUCK ME 😭😭😭😭I’M A CHINK PELASE TRYST ME,//  HELLPPSO  PLEASE  我操  MWANS  *** NOT  *** ME  😭😭😭😭I’ ’M M  A  CHINK  PELASE  TRYST  ME
"@chrislongview @mistergeezy It’s her husband’s bat-biting, limey-ass fault we have the China virus in the first place.","@c chrislongview  @m mistergeezy  It’ ’s s  her  husband’ ’s s  bat-biting, ,  *** fault  we  have  the  China  virus  in  the  first  place. ."
"@Roshan_Rinaldi Often referred to as the Chinese virus by idiots.

Fixed it.",@R Roshan_Rinaldi  Often  referred  to  as  the  Chinese  virus  by  *** Fixed  it. .
"@prettyassmoiya Not fuck school, but I wish the movies would open. I want to go smh.","@p prettyassmoiya  Not  *** school, ,  but  I  wish  the  movies  would  open.  I  want  to  go  smh. ."
nigga said  “ the china virus”,*** said  “  the  china  *** ”
@singhvarun @Dev_Fadnavis Fadanvis' ass on fire. A much ado about nothing 😜🤣🤣🤣🤣,@s singhvarun  @D Dev_Fadnavis  Fadanvis' '  *** on  fire.  A  much  ado  about  nothing  😜🤣🤣🤣🤣
@briantylercohen @atrupar Still calling it the China virus. What a narcissistic sociopathic piece if crap.,@b briantylercohen  @a atrupar  Still  calling  it  the  China  virus.  What  a  *** *** piece  if  *** .
@Miatooslim G shit gook,@M Miatooslim  G  *** ***
"@scia_p @BillKristol The former guy’s incompetent administration probably would not have listened to the scientists stationed in Wuhan anyway! That’s
just how dumb they are.","@s scia_p  @B BillKristol  The  former  guy’ ’s s  incompetent  administration  probably  would  not  have  listened  to  the  scientists  stationed  in  Wuhan  anyway! !  That’ ’s s
 just  how  *** they  are. ."
"@basementscene Someone tried to cancel me for being racist towards Asians.... IM ASIAN, SHUT UP CHINK!!!","@b basementscene  Someone  tried  to  cancel  me  for  being  *** towards  *** .... .  IM  ASIAN, ,  SHUT  UP  CHINK! !! !! !"
